name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses
,0,12197276,1,268,,211.4925018379406,,,,motorway,1,"LINESTRING (-157.8184142 21.291323, -157.8182562 21.2911296, -157.81806 21.2909648, -157.817846 21.2908014, -157.8176796 21.2906505, -157.8175365 21.2904798, -157.8171249 21.289868)",auto
,1,12197276,268,2,,53.477671787505095,,,,motorway,1,"LINESTRING (-157.8171249 21.289868, -157.816935 21.2895814, -157.8168227 21.2894823)",auto
,2,12198010,194,308,,215.25643780904926,,,,motorway,1,"LINESTRING (-157.8910364 21.3430877, -157.8905509 21.3428661, -157.8901921 21.3426942, -157.8899604 21.3425343, -157.8897973 21.3423505, -157.8895335 21.3418591)",auto
,3,12198013,310,309,,58.42467476952474,,,,motorway,1,"LINESTRING (-157.8888981 21.3417733, -157.8891508 21.341725, -157.8892232 21.3417275, -157.8892742 21.3417475, -157.8893918 21.3418724)",auto
,4,12198013,309,406,,123.38509989331028,,,,motorway,1,"LINESTRING (-157.8893918 21.3418724, -157.8894619 21.3419623, -157.8894973 21.3420568, -157.8895074 21.3421689, -157.8894791 21.3422792, -157.8894291 21.342368, -157.8893699 21.3424247, -157.8892878 21.3424749, -157.8891756 21.3425144, -157.8890772 21.3425321, -157.8888661 21.3425305)",auto
,5,12198839,228,6,,139.70810251657298,,,,secondary,4,"LINESTRING (-157.8872724 21.3279929, -157.8871005 21.3281087, -157.887032 21.3281233, -157.8869585 21.3281473, -157.8868484 21.328149, -157.8867404 21.3281406, -157.8866153 21.3281017, -157.8865187 21.3280478, -157.8863276 21.3278608, -157.8861534 21.3276959)",auto
,6,12198849,7,5,,244.6615557808613,,,,secondary,4,"LINESTRING (-157.8874071 21.3302349, -157.8873151 21.3298947, -157.8871076 21.329388, -157.8870676 21.3292556, -157.8870517 21.329065, -157.8870648 21.3288708, -157.8870926 21.3286387, -157.887138 21.3284978, -157.887194 21.3283498, -157.8873168 21.3281317)",auto
,7,12198862,173,422,,236.81522608926932,,,,motorway,1,"LINESTRING (-157.8548645 21.3146066, -157.8546598 21.3142413, -157.8545504 21.3140589, -157.8544967 21.3139295, -157.8543679 21.3135457, -157.8542478 21.3133778, -157.8541019 21.3132578, -157.8539388 21.3131299, -157.8536922 21.3129132, -157.8536279 21.3128763)",auto
,8,12199801,15,191,,25.536119292195863,,,,primary,3,"LINESTRING (-157.9303783 21.3764657, -157.9305328 21.3762867)",auto
,9,12199919,18,17,,214.8642799666993,,,,primary,3,"LINESTRING (-157.933056 21.3727423, -157.9321016 21.3744581)",auto
,10,12199919,17,14,,158.74165466013403,,,,primary,3,"LINESTRING (-157.9321016 21.3744581, -157.9319809 21.3746841, -157.9318669 21.3748652, -157.931777 21.3749851, -157.9312106 21.3756117)",auto
,11,12200757,13,12,,157.9408551270151,,,,motorway,1,"LINESTRING (-157.9314681 21.3754118, -157.931596 21.375361, -157.9316604 21.3753335, -157.9317274 21.3753248, -157.9317985 21.3753323, -157.9318682 21.3753747, -157.9319152 21.3754409, -157.9319406 21.3755021, -157.9319514 21.3755721, -157.931942 21.3756208, -157.9319192 21.3756632, -157.9318749 21.3757144, -157.9318267 21.3757444, -157.9317685 21.3757635, -157.9316966 21.3757706, -157.931202 21.3757795)",auto
,12,12200764,17,24,,320.76215680114603,,,,motorway,1,"LINESTRING (-157.9321016 21.3744581, -157.9315453 21.3749642, -157.9310904 21.375228, -157.930481 21.3754118, -157.929966 21.3754438, -157.9293395 21.3754118)",auto
,13,12201266,25,130,,339.6268252365493,,50,,motorway,1,"LINESTRING (-157.8162538 21.290674, -157.8164227 21.2906714, -157.8165903 21.2906906, -157.8167535 21.2907313, -157.8171826 21.2909153, -157.8176032 21.2910992, -157.8179036 21.2912352, -157.8181188 21.2913613, -157.8182596 21.2914525, -157.8187752 21.2919394, -157.8190411 21.2921377)",auto
,14,12201869,280,140,,786.766675782565,,50,,motorway,1,"LINESTRING (-157.8123453 21.287334, -157.8124619 21.2876044, -157.8128739 21.2880602, -157.8132172 21.2883641, -157.8136742 21.2887219, -157.8140236 21.2890075, -157.8141901 21.2891357, -157.814357 21.289235, -157.8145176 21.2893174, -157.8147037 21.2893965, -157.8147968 21.2894304, -157.8148841 21.2894568, -157.8150917 21.2895127, -157.8152846 21.2895386, -157.8154708 21.2895513, -157.8156766 21.2895474, -157.815861 21.2895284, -157.8161097 21.2894751, -157.816422 21.2893799, -157.8166467 21.2892854, -157.816873 21.2891742, -157.8173114 21.2889319, -157.8176032 21.28874, -157.8180581 21.2884441, -157.8183491 21.2882544, -157.818579 21.2881402)",auto
,15,12202840,31,223,,75.16757037809315,,,,primary,3,"LINESTRING (-157.8575265 21.3115036, -157.8576802 21.3116493, -157.85771 21.3116638, -157.857756 21.3116792, -157.857798 21.3116779, -157.8578762 21.3116429, -157.8579364 21.3115962, -157.8581076 21.3114724)",auto
